timestamp,source_ip,target_ip,port,path,status_code,username,login_success,method,protocol,host,user_agent,bytes_sent,duration_ms,tls_fingerprint
2026-07-20T11:04:04,127.0.0.1,10.0.0.42,8001,/api/grades,200,2024001,,GET,tcp,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Code/1.129.1 Chrome/148.0.7778.280 Electron/42.6.0 Safari/537.36",515,1,ja3-browser
2026-07-20T11:04:08,127.0.0.1,10.0.0.42,8001,/api/grades,200,2024001,,GET,tcp,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Code/1.129.1 Chrome/148.0.7778.280 Electron/42.6.0 Safari/537.36",515,1,ja3-browser
2026-07-20T11:04:10,127.0.0.1,10.0.0.42,8001,/api/grades,200,2024001,,GET,tcp,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Code/1.129.1 Chrome/148.0.7778.280 Electron/42.6.0 Safari/537.36",515,1,ja3-browser
2026-07-20T11:04:13,127.0.0.1,10.0.0.42,8001,/api/grades,200,2024001,,GET,tcp,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Code/1.129.1 Chrome/148.0.7778.280 Electron/42.6.0 Safari/537.36",515,1,ja3-browser
2026-07-20T11:04:16,127.0.0.1,10.0.0.42,8001,/api/grades,200,2024001,,GET,tcp,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Code/1.129.1 Chrome/148.0.7778.280 Electron/42.6.0 Safari/537.36",515,1,ja3-browser
2026-07-20T11:04:19,127.0.0.1,10.0.0.42,8001,/api/grades,200,2024001,,GET,tcp,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Code/1.129.1 Chrome/148.0.7778.280 Electron/42.6.0 Safari/537.36",515,1,ja3-browser
2026-07-20T11:04:22,127.0.0.1,10.0.0.42,8001,/api/grades,200,2024001,,GET,tcp,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Code/1.129.1 Chrome/148.0.7778.280 Electron/42.6.0 Safari/537.36",515,1,ja3-browser
2026-07-20T11:04:25,127.0.0.1,10.0.0.42,8001,/api/grades,200,2024001,,GET,tcp,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Code/1.129.1 Chrome/148.0.7778.280 Electron/42.6.0 Safari/537.36",515,1,ja3-browser
2026-07-20T11:04:28,127.0.0.1,10.0.0.42,8001,/api/grades,200,2024001,,GET,tcp,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Code/1.129.1 Chrome/148.0.7778.280 Electron/42.6.0 Safari/537.36",515,1,ja3-browser
2026-07-20T11:04:31,127.0.0.1,10.0.0.42,8001,/api/grades,200,2024001,,GET,tcp,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Code/1.129.1 Chrome/148.0.7778.280 Electron/42.6.0 Safari/537.36",515,1,ja3-browser
2026-07-20T11:04:34,127.0.0.1,10.0.0.42,8001,/api/grades,200,2024001,,GET,tcp,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Code/1.129.1 Chrome/148.0.7778.280 Electron/42.6.0 Safari/537.36",515,1,ja3-browser
2026-07-20T11:04:37,127.0.0.1,10.0.0.42,8001,/api/grades,200,2024001,,GET,tcp,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Code/1.129.1 Chrome/148.0.7778.280 Electron/42.6.0 Safari/537.36",515,1,ja3-browser
2026-07-20T11:04:40,127.0.0.1,10.0.0.42,8001,/api/grades,200,2024001,,GET,tcp,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Code/1.129.1 Chrome/148.0.7778.280 Electron/42.6.0 Safari/537.36",515,1,ja3-browser
2026-07-20T11:04:43,127.0.0.1,10.0.0.42,8001,/api/grades,200,2024001,,GET,tcp,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Code/1.129.1 Chrome/148.0.7778.280 Electron/42.6.0 Safari/537.36",515,1,ja3-browser
2026-07-20T11:04:46,127.0.0.1,10.0.0.42,8001,/api/grades,200,2024001,,GET,tcp,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Code/1.129.1 Chrome/148.0.7778.280 Electron/42.6.0 Safari/537.36",515,2,ja3-browser
2026-07-20T11:04:49,127.0.0.1,10.0.0.42,8001,/api/grades,200,2024001,,GET,tcp,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Code/1.129.1 Chrome/148.0.7778.280 Electron/42.6.0 Safari/537.36",515,1,ja3-browser
2026-07-20T11:04:52,127.0.0.1,10.0.0.42,8001,/api/grades,200,2024001,,GET,tcp,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Code/1.129.1 Chrome/148.0.7778.280 Electron/42.6.0 Safari/537.36",515,1,ja3-browser
2026-07-20T11:04:55,127.0.0.1,10.0.0.42,8001,/api/grades,200,2024001,,GET,tcp,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Code/1.129.1 Chrome/148.0.7778.280 Electron/42.6.0 Safari/537.36",515,1,ja3-browser
